DT,PRD_DE,C1_NM,LST_CHN_DE,standardized_DT,normalized_DT
103.0,2023-10-01,경기도,2023-11-20,-0.3914332155895085,48.46153846153847
97.2,2023-11-01,경기도,2023-12-26,-0.7923033609945876,44.00000000000001
94.9,2023-12-01,경기도,2024-01-15,-0.9512691083103948,42.23076923076924
99.0,2024-01-01,경기도,2024-02-16,-0.6678953848343908,45.38461538461539
104.1,2024-02-01,경기도,2024-03-19,-0.31540611904716626,49.3076923076923
119.9,2014-03-01,비수도권,2014-06-11,0.7766194494701197,61.46153846153847
120.1,2014-04-01,비수도권,2014-06-11,0.7904425579323631,61.61538461538461
117.1,2014-05-01,비수도권,2014-06-11,0.5830959309987014,59.30769230769231
110.3,2014-06-01,비수도권,2014-07-14,0.11311024328240156,54.076923076923066
115.5,2014-07-01,비수도권,2014-08-14,0.47251106330074877,58.07692307692307
120.7,2014-08-01,비수도권,2014-09-16,0.831911883319096,62.07692307692307
124.1,2014-09-01,비수도권,2014-10-16,1.0669047271772454,64.6923076923077
126.2,2014-10-01,비수도권,2014-11-24,1.2120473660308093,66.3076923076923
121.1,2014-11-01,비수도권,2014-12-18,0.8595581002435837,62.38461538461538
111.8,2014-12-01,비수도권,2015-01-09,0.21678355674923244,55.23076923076924
122.4,2015-01-01,비수도권,2015-02-24,0.9494083052481712,63.384615384615394
124.3,2015-02-01,비수도권,2015-03-17,1.0807278356394898,64.84615384615384
126.8,2015-03-01,비수도권,2015-04-16,1.253516691417541,66.76923076923077
128.2,2015-04-01,비수도권,2015-05-14,1.3502784506532495,67.84615384615384
124.5,2015-05-01,비수도권,2015-06-15,1.094550944101734,64.99999999999999
120.5,2015-06-01,비수도권,2015-07-15,0.8180887748568517,61.92307692307693
124.7,2015-07-01,비수도권,2015-08-17,1.1083740525639783,65.15384615384616
124.4,2015-08-01,비수도권,2015-09-16,1.0876393898706125,64.92307692307693
121.9,2015-09-01,비수도권,2015-10-15,0.9148505340925609,63.0
124.2,2015-10-01,비수도권,2015-11-17,1.073816281408368,64.76923076923077
117.5,2015-11-01,비수도권,2015-12-15,0.6107421479231899,59.61538461538461
105.6,2015-12-01,비수도권,2016-01-15,-0.2117328055803354,50.46153846153846
108.3,2016-01-01,비수도권,2016-02-19,-0.02512084134003961,52.53846153846153
110.1,2016-02-01,비수도권,2016-03-16,0.09928713482015725,53.92307692307692
110.8,2016-03-01,비수도권,2016-04-15,0.14766801443801186,54.46153846153846
110.0,2016-04-01,비수도권,2016-05-16,0.09237558058903558,53.84615384615385
109.0,2016-05-01,비수도권,2016-06-16,0.023260038277814997,53.07692307692308
109.0,2016-06-01,비수도권,2016-07-15,0.023260038277814997,53.07692307692308
111.4,2016-07-01,비수도권,2016-08-16,0.1891373398247448,54.92307692307693
114.5,2016-08-01,비수도권,2016-09-20,0.4033955209895282,57.307692307692314
117.5,2016-09-01,비수도권,2016-10-18,0.6107421479231899,59.61538461538461
118.3,2016-10-01,비수도권,2016-11-17,0.6660345817721662,60.23076923076923
111.7,2016-11-01,비수도권,2016-12-19,0.20987200251811078,55.15384615384615
105.1,2016-12-01,비수도권,2017-01-17,-0.24629057673594568,50.07692307692307
106.5,2017-01-01,비수도권,2017-02-27,-0.14952881750023647,51.153846153846146
109.3,2017-02-01,비수도권,2017-03-21,0.043994700971180974,53.307692307692314
108.2,2017-03-01,비수도권,2017-04-18,-0.032032395571161276,52.46153846153846
107.0,2017-04-01,비수도권,2017-05-17,-0.11497104634462617,51.53846153846153
107.8,2017-05-01,비수도권,2017-06-19,-0.0596786124956499,52.15384615384615
107.0,2017-06-01,비수도권,2017-07-18,-0.11497104634462617,51.53846153846153
109.2,2017-07-01,비수도권,2017-08-16,0.03708314674005931,53.23076923076924
116.4,2017-08-01,비수도권,2017-09-18,0.5347150513808477,58.769230769230774
106.5,2017-09-01,비수도권,2017-10-17,-0.14952881750023647,51.153846153846146
106.4,2017-10-01,비수도권,2017-11-16,-0.15644037173135814,51.07692307692307
102.2,2017-11-01,비수도권,2017-12-15,-0.44672564943848475,47.84615384615385
97.8,2017-12-01,비수도권,2018-01-16,-0.7508340356078558,44.46153846153847
101.4,2018-01-01,비수도권,2018-02-20,-0.502018083287461,47.23076923076924
103.0,2018-02-01,비수도권,2018-03-19,-0.3914332155895085,48.46153846153847
101.3,2018-03-01,비수도권,2018-04-16,-0.5089296375185837,47.15384615384615
96.7,2018-04-01,비수도권,2018-05-16,-0.826861132150198,43.61538461538462
94.6,2018-05-01,비수도권,2018-06-15,-0.9720037710037618,42.0
92.8,2018-06-01,비수도권,2018-07-16,-1.0964117471639587,40.615384615384606
92.8,2018-07-01,비수도권,2018-09-12,-1.0964117471639587,40.615384615384606
96.4,2018-08-01,비수도권,2018-09-17,-0.847595794843564,43.38461538461539
100.5,2018-09-01,비수도권,2018-10-16,-0.56422207136756,46.53846153846154
97.4,2018-10-01,비수도권,2018-11-15,-0.7784802525323434,44.15384615384615
91.9,2018-11-01,비수도권,2018-12-20,-1.1586157352440565,39.92307692307693
90.1,2018-12-01,비수도권,2019-01-16,-1.2830237114042544,38.53846153846153
89.6,2019-01-01,비수도권,2019-02-18,-1.3175814825598646,38.153846153846146
91.6,2019-02-01,비수도권,2019-03-19,-1.1793503979374236,39.692307692307686
89.8,2019-03-01,비수도권,2019-04-16,-1.3037583740976204,38.30769230769231
84.9,2019-04-01,비수도권,2019-05-17,-1.6424245314226007,34.53846153846154
88.1,2019-05-01,비수도권,2019-07-16,-1.4212547960266957,37.0
92.9,2019-06-01,비수도권,2019-07-16,-1.089500192932836,40.69230769230769
94.4,2019-07-01,비수도권,2019-08-16,-0.9858268794660051,41.84615384615385
96.9,2019-08-01,비수도권,2019-09-19,-0.8130380236879536,43.769230769230774
102.3,2019-09-01,비수도권,2019-10-16,-0.4398140952073631,47.92307692307693
104.7,2019-10-01,비수도권,2019-11-19,-0.27393679366043333,49.769230769230774
108.2,2019-11-01,비수도권,2019-12-17,-0.032032395571161276,52.46153846153846
109.9,2019-12-01,비수도권,2020-01-20,0.08546402635791392,53.76923076923078
109.0,2020-01-01,비수도권,2020-02-18,0.023260038277814997,53.07692307692308
110.6,2020-02-01,비수도권,2020-03-16,0.13384490597576754,54.3076923076923
102.7,2020-03-01,비수도권,2020-04-20,-0.4121678782828745,48.23076923076924
101.2,2020-04-01,비수도권,2020-05-20,-0.5158411917497053,47.07692307692308
107.8,2020-05-01,비수도권,2020-06-22,-0.0596786124956499,52.15384615384615
114.1,2020-06-01,비수도권,2020-07-15,0.3757493040650396,56.99999999999999
113.2,2020-07-01,비수도권,2020-08-14,0.3135453159849416,56.307692307692314
114.7,2020-08-01,비수도권,2020-09-15,0.4172186294517725,57.46153846153847
118.5,2020-09-01,비수도권,2020-10-19,0.6798576902344106,60.38461538461538
127.2,2020-10-01,비수도권,2020-11-19,1.2811629083420297,67.07692307692308
131.8,2020-11-01,비수도권,2020-12-18,1.5990944029736451,70.61538461538463
124.5,2020-12-01,비수도권,2021-01-15,1.094550944101734,64.99999999999999
121.2,2021-01-01,비수도권,2021-02-16,0.8664696544747064,62.46153846153846
119.6,2021-02-01,비수도권,2021-03-16,0.7558847867767527,61.23076923076923
118.6,2021-03-01,비수도권,2021-04-16,0.6867692444655322,60.46153846153845
115.8,2021-04-01,비수도권,2021-05-14,0.49324572599411476,58.30769230769231
117.8,2021-05-01,비수도권,2021-07-01,0.6314768106165559,59.84615384615385
121.3,2021-06-01,비수도권,2021-07-21,0.873381208705828,62.53846153846153
121.8,2021-07-01,비수도권,2021-08-13,0.9079389798614382,62.92307692307691
123.0,2021-08-01,비수도권,2021-09-16,0.9908776306349032,63.846153846153854
124.5,2021-09-01,비수도권,2021-10-18,1.094550944101734,64.99999999999999
119.1,2021-10-01,비수도권,2021-11-18,0.7213270156211425,60.84615384615384
112.3,2021-11-01,비수도권,2021-12-24,0.2513413279048427,55.61538461538461
105.7,2021-12-01,비수도권,2022-01-24,-0.20482125134921272,50.53846153846154
102.5,2022-01-01,비수도권,2022-02-17,-0.4259909867451188,48.07692307692307
104.6,2022-02-01,비수도권,2022-03-25,-0.28084834789155594,49.692307692307686
106.2,2022-03-01,비수도권,2022-04-15,-0.17026348019360243,50.92307692307693
107.4,2022-04-01,비수도권,2022-06-16,-0.08732482942013754,51.846153846153854
103.8,2022-05-01,비수도권,2022-06-16,-0.33614078174053225,49.07692307692307
100.7,2022-06-01,비수도권,2022-07-20,-0.5503989629053156,46.69230769230769
94.7,2022-07-01,비수도권,2022-08-17,-0.9650922167726391,42.07692307692308
90.9,2022-08-01,비수도권,2022-09-19,-1.2277312775552771,39.15384615384616
89.4,2022-09-01,비수도권,2022-10-19,-1.331404591022108,38.00000000000001
82.5,2022-10-01,비수도권,2022-11-18,-1.8083018329695304,32.69230769230769
82.3,2022-11-01,비수도권,2022-12-15,-1.8221249414317748,32.53846153846154
79.3,2022-12-01,비수도권,2023-01-20,-2.0294715683654365,30.230769230769226
84.6,2023-01-01,비수도권,2023-02-16,-1.6631591941159676,34.30769230769231
92.8,2023-02-01,비수도권,2023-03-21,-1.0964117471639587,40.615384615384606
93.3,2023-03-01,비수도권,2023-04-21,-1.0618539760083483,41.0
96.7,2023-04-01,비수도권,2023-05-19,-0.826861132150198,43.61538461538462
98.1,2023-05-01,비수도권,2023-06-23,-0.7300993729144898,44.69230769230769
100.3,2023-06-01,비수도권,2023-07-18,-0.5780451798298043,46.38461538461539
101.7,2023-07-01,비수도권,2023-08-17,-0.48128342059409507,47.46153846153847
104.5,2023-08-01,비수도권,2023-10-10,-0.2877599021226776,49.61538461538461
105.6,2023-09-01,비수도권,2023-10-24,-0.2117328055803354,50.46153846153846
101.6,2023-10-01,비수도권,2023-11-20,-0.48819497482521773,47.38461538461538
96.2,2023-11-01,비수도권,2023-12-26,-0.8614189033058083,43.23076923076923
94.8,2023-12-01,비수도권,2024-01-15,-0.9581806625415175,42.15384615384615
96.5,2024-01-01,비수도권,2024-02-16,-0.8406842406124423,43.46153846153846
98.4,2024-02-01,비수도권,2024-03-19,-0.7093647102211228,44.92307692307693
122.7,2014-03-01,부산광역시,2014-06-11,0.9701429679415372,63.61538461538462
123.3,2014-04-01,부산광역시,2014-06-11,1.0116122933282692,64.07692307692308
118.8,2014-05-01,부산광역시,2014-06-11,0.7005923529277766,60.61538461538461
111.7,2014-06-01,부산광역시,2014-07-14,0.20987200251811078,55.15384615384615
117.4,2014-07-01,부산광역시,2014-08-14,0.6038305936920683,59.53846153846154
122.4,2014-08-01,부산광역시,2014-09-16,0.9494083052481712,63.384615384615394
127.8,2014-09-01,부산광역시,2014-10-16,1.3226322337287617,67.53846153846153
128.6,2014-10-01,부산광역시,2014-11-24,1.3779246675777381,68.15384615384616
125.0,2014-11-01,부산광역시,2014-12-18,1.1291087152573442,65.38461538461539
114.8,2014-12-01,부산광역시,2015-01-09,0.4241301836828942,57.53846153846154
126.2,2015-01-01,부산광역시,2015-02-24,1.2120473660308093,66.3076923076923
127.1,2015-02-01,부산광역시,2015-03-17,1.274251354110907,67.0
132.3,2015-03-01,부산광역시,2015-04-16,1.6336521741292553,71.00000000000001
134.1,2015-04-01,부산광역시,2015-05-14,1.7580601502894513,72.38461538461539
130.6,2015-05-01,부산광역시,2015-06-15,1.5161557522001792,69.6923076923077
126.0,2015-06-01,부산광역시,2015-07-15,1.1982242575685649,66.15384615384616
131.0,2015-07-01,부산광역시,2015-08-17,1.5438019691246678,70.0
130.3,2015-08-01,부산광역시,2015-09-16,1.4954210895068143,69.46153846153848
127.9,2015-09-01,부산광역시,2015-10-15,1.3295437879598844,67.61538461538463
134.7,2015-10-01,부산광역시,2015-11-17,1.7995294756761833,72.84615384615384
127.2,2015-11-01,부산광역시,2015-12-15,1.2811629083420297,67.07692307692308
112.7,2015-12-01,부산광역시,2016-01-15,0.27898754482933136,55.923076923076934
116.7,2016-01-01,부산광역시,2016-02-19,0.5554497140742137,59.0
119.5,2016-02-01,부산광역시,2016-03-16,0.7489732325456311,61.15384615384616
121.4,2016-03-01,부산광역시,2016-04-15,0.8802927629369506,62.61538461538462
125.1,2016-04-01,부산광역시,2016-05-16,1.136020269488466,65.46153846153845
123.1,2016-05-01,부산광역시,2016-06-16,0.9977891848660249,63.92307692307691
122.0,2016-06-01,부산광역시,2016-07-15,0.9217620883236826,63.07692307692307
126.5,2016-07-01,부산광역시,2016-08-16,1.2327820287241753,66.53846153846153
129.0,2016-08-01,부산광역시,2016-09-20,1.4055708845022266,68.46153846153847
131.4,2016-09-01,부산광역시,2016-10-18,1.5714481860491565,70.30769230769232
135.9,2016-10-01,부산광역시,2016-11-17,1.882468126449649,73.76923076923077
125.5,2016-11-01,부산광역시,2016-12-19,1.1636664864129547,65.76923076923077
111.5,2016-12-01,부산광역시,2017-01-17,0.19604889405586645,55.00000000000001
114.7,2017-01-01,부산광역시,2017-02-27,0.4172186294517725,57.46153846153847
114.5,2017-02-01,부산광역시,2017-03-21,0.4033955209895282,57.307692307692314
114.7,2017-03-01,부산광역시,2017-04-18,0.4172186294517725,57.46153846153847
115.9,2017-04-01,부산광역시,2017-05-17,0.5001572802252374,58.38461538461539
115.7,2017-05-01,부산광역시,2017-06-19,0.4863341717629931,58.23076923076924
111.6,2017-06-01,부산광역시,2017-07-18,0.20296044828698812,55.076923076923066
115.2,2017-07-01,부산광역시,2017-08-16,0.45177640060738283,57.84615384615385
110.9,2017-08-01,부산광역시,2017-09-18,0.1545795686691345,54.53846153846155
103.6,2017-09-01,부산광역시,2017-10-17,-0.3499638902027766,48.92307692307693
105.6,2017-10-01,부산광역시,2017-11-16,-0.2117328055803354,50.46153846153846
101.2,2017-11-01,부산광역시,2017-12-15,-0.5158411917497053,47.07692307692308
94.2,2017-12-01,부산광역시,2018-01-16,-0.9996499879282494,41.69230769230769
98.4,2018-01-01,부산광역시,2018-02-20,-0.7093647102211228,44.92307692307693
101.4,2018-02-01,부산광역시,2018-03-19,-0.502018083287461,47.23076923076924
97.1,2018-03-01,부산광역시,2018-04-16,-0.7992149152257103,43.92307692307692
93.5,2018-04-01,부산광역시,2018-05-16,-1.048030867546104,41.15384615384615
89.6,2018-05-01,부산광역시,2018-06-15,-1.3175814825598646,38.153846153846146
86.9,2018-06-01,부산광역시,2018-07-16,-1.5041934468001594,36.07692307692309
88.6,2018-07-01,부산광역시,2018-08-16,-1.3866970248710853,37.38461538461538
91.8,2018-08-01,부산광역시,2018-09-17,-1.1655272894751791,39.84615384615385
96.9,2018-09-01,부산광역시,2018-10-16,-0.8130380236879536,43.769230769230774
94.1,2018-10-01,부산광역시,2018-11-15,-1.006561542159372,41.61538461538461
88.2,2018-11-01,부산광역시,2018-12-20,-1.414343241795573,37.07692307692308
87.2,2018-12-01,부산광역시,2019-01-16,-1.4834587841067934,36.307692307692314
90.1,2019-01-01,부산광역시,2019-02-18,-1.2830237114042544,38.53846153846153
89.6,2019-02-01,부산광역시,2019-03-19,-1.3175814825598646,38.153846153846146
87.6,2019-03-01,부산광역시,2019-04-16,-1.455812567182306,36.61538461538461
81.6,2019-04-01,부산광역시,2019-05-17,-1.8705058210496295,31.99999999999999
84.7,2019-05-01,부산광역시,2019-07-16,-1.656247639884845,34.38461538461539
89.0,2019-06-01,부산광역시,2019-07-16,-1.3590508079465966,37.69230769230769
88.5,2019-07-01,부산광역시,2019-08-16,-1.393608579102207,37.30769230769231
92.6,2019-08-01,부산광역시,2019-09-19,-1.110234855626203,40.46153846153846
100.4,2019-09-01,부산광역시,2019-10-16,-0.5711336255986816,46.46153846153847
101.5,2019-10-01,부산광역시,2019-11-19,-0.4951065290563394,47.307692307692314
113.3,2019-11-01,부산광역시,2019-12-17,0.3204568702160633,56.38461538461538
110.4,2019-12-01,부산광역시,2020-01-20,0.12002179751352421,54.15384615384615
105.8,2020-01-01,부산광역시,2020-02-18,-0.19790969711809106,50.615384615384606
105.9,2020-02-01,부산광역시,2020-03-16,-0.19099814288696843,50.69230769230769
99.5,2020-03-01,부산광역시,2020-04-20,-0.6333376136787805,45.76923076923077
97.5,2020-04-01,부산광역시,2020-05-20,-0.7715686983012217,44.23076923076923
101.8,2020-05-01,부산광역시,2020-06-22,-0.4743718663629734,47.53846153846154
112.1,2020-06-01,부산광역시,2020-07-15,0.2375182194425984,55.46153846153845
107.9,2020-07-01,부산광역시,2020-08-14,-0.05276705826452725,52.23076923076923
111.1,2020-08-01,부산광역시,2020-09-15,0.16840267713137783,54.69230769230769
116.6,2020-09-01,부산광역시,2020-10-19,0.5485381598430911,58.92307692307692
132.5,2020-10-01,부산광역시,2020-11-19,1.6474752825914987,71.15384615384616
135.5,2020-11-01,부산광역시,2020-12-18,1.8548219095251604,73.46153846153845
118.3,2020-12-01,부산광역시,2021-01-15,0.6660345817721662,60.23076923076923
115.6,2021-01-01,부산광역시,2021-02-16,0.47942261753187043,58.15384615384615
115.4,2021-02-01,부산광역시,2021-03-16,0.4655995090696271,58.00000000000001
115.8,2021-03-01,부산광역시,2021-04-16,0.49324572599411476,58.30769230769231
114.7,2021-04-01,부산광역시,2021-05-14,0.4172186294517725,57.46153846153847
118.4,2021-05-01,부산광역시,2021-07-01,0.6729461360032889,60.30769230769232
121.7,2021-06-01,부산광역시,2021-07-21,0.9010274256303166,62.846153846153854
121.7,2021-07-01,부산광역시,2021-08-13,0.9010274256303166,62.846153846153854
124.2,2021-08-01,부산광역시,2021-09-16,1.073816281408368,64.76923076923077
123.2,2021-09-01,부산광역시,2021-10-18,1.0047007390971474,64.0
116.5,2021-10-01,부산광역시,2021-11-18,0.5416266056119694,58.84615384615385
109.9,2021-11-01,부산광역시,2021-12-24,0.08546402635791392,53.76923076923078
102.2,2021-12-01,부산광역시,2022-01-24,-0.44672564943848475,47.84615384615385
101.5,2022-01-01,부산광역시,2022-02-17,-0.4951065290563394,47.307692307692314
102.7,2022-02-01,부산광역시,2022-03-25,-0.4121678782828745,48.23076923076924
105.1,2022-03-01,부산광역시,2022-04-15,-0.24629057673594568,50.07692307692307
107.9,2022-04-01,부산광역시,2022-06-16,-0.05276705826452725,52.23076923076923
103.7,2022-05-01,부산광역시,2022-06-16,-0.3430523359716539,49.0
97.5,2022-06-01,부산광역시,2022-07-20,-0.7715686983012217,44.23076923076923
90.8,2022-07-01,부산광역시,2022-08-17,-1.2346428317863998,39.07692307692307
89.1,2022-08-01,부산광역시,2022-09-19,-1.352139253715475,37.76923076923077
86.7,2022-09-01,부산광역시,2022-10-19,-1.5180165552624039,35.92307692307693
76.8,2022-10-01,부산광역시,2022-11-18,-2.2022604241434878,28.307692307692307
78.3,2022-11-01,부산광역시,2022-12-15,-2.098587110676657,29.46153846153846
75.7,2022-12-01,부산광역시,2023-01-20,-2.27828752068583,27.461538461538463
80.2,2023-01-01,부산광역시,2023-02-16,-1.9672675802853377,30.923076923076927
88.4,2023-02-01,부산광역시,2023-03-21,-1.4005201333333286,37.23076923076923
89.0,2023-03-01,부산광역시,2023-04-21,-1.3590508079465966,37.69230769230769
93.2,2023-04-01,부산광역시,2023-05-19,-1.06876553023947,40.92307692307692
94.6,2023-05-01,부산광역시,2023-06-23,-0.9720037710037618,42.0
94.4,2023-06-01,부산광역시,2023-07-18,-0.9858268794660051,41.84615384615385
100.2,2023-07-01,부산광역시,2023-08-17,-0.584956734060926,46.307692307692314
99.9,2023-08-01,부산광역시,2023-10-10,-0.605691396754292,46.07692307692308
100.9,2023-09-01,부산광역시,2023-10-24,-0.5365758544430713,46.846153846153854
97.4,2023-10-01,부산광역시,2023-11-20,-0.7784802525323434,44.15384615384615
94.1,2023-11-01,부산광역시,2023-12-26,-1.006561542159372,41.61538461538461
92.1,2023-12-01,부산광역시,2024-01-15,-1.1447926267818131,40.07692307692308
93.2,2024-01-01,부산광역시,2024-02-16,-1.06876553023947,40.92307692307692
95.3,2024-02-01,부산광역시,2024-03-19,-0.9236228913859071,42.53846153846153
127.0,2014-03-01,대구광역시,2014-06-11,1.2673397998797855,66.92307692307692
128.9,2014-04-01,대구광역시,2014-06-11,1.398659330271105,68.38461538461539
126.7,2014-05-01,대구광역시,2014-06-11,1.2466051371864195,66.6923076923077
119.2,2014-06-01,대구광역시,2014-07-14,0.7282385698522651,60.92307692307693
124.1,2014-07-01,대구광역시,2014-08-14,1.0669047271772454,64.6923076923077
132.3,2014-08-01,대구광역시,2014-09-16,1.6336521741292553,71.00000000000001
136.6,2014-09-01,대구광역시,2014-10-16,1.9308490060675028,74.30769230769229
136.9,2014-10-01,대구광역시,2014-11-24,1.9515836687608696,74.53846153846155
132.8,2014-11-01,대구광역시,2014-12-18,1.6682099452848658,71.38461538461539
118.0,2014-12-01,대구광역시,2015-01-09,0.6452999190788002,60.0
131.7,2015-01-01,대구광역시,2015-02-24,1.5921828487425214,70.53846153846153
134.4,2015-02-01,대구광역시,2015-03-17,1.7787948129828182,72.61538461538463
138.3,2015-03-01,대구광역시,2015-04-16,2.048345427996579,75.61538461538463
138.8,2015-04-01,대구광역시,2015-05-14,2.0829031991521894,76.00000000000001
132.8,2015-05-01,대구광역시,2015-06-15,1.6682099452848658,71.38461538461539
131.9,2015-06-01,대구광역시,2015-07-15,1.6060059572047667,70.6923076923077
138.5,2015-07-01,대구광역시,2015-08-17,2.062168536458822,75.76923076923077
133.4,2015-08-01,대구광역시,2015-09-16,1.7096792706715975,71.84615384615385
127.8,2015-09-01,대구광역시,2015-10-15,1.3226322337287617,67.53846153846153
122.5,2015-10-01,대구광역시,2015-11-17,0.9563198594792929,63.46153846153846
110.4,2015-11-01,대구광역시,2015-12-15,0.12002179751352421,54.15384615384615
93.9,2015-12-01,대구광역시,2016-01-15,-1.0203846506216154,41.46153846153847
91.5,2016-01-01,대구광역시,2016-02-19,-1.1862619521685451,39.61538461538462
93.8,2016-02-01,대구광역시,2016-03-16,-1.027296204852738,41.38461538461538
98.2,2016-03-01,대구광역시,2016-04-15,-0.7231878186833671,44.76923076923077
92.5,2016-04-01,대구광역시,2016-05-16,-1.1171464098573247,40.38461538461538
91.6,2016-05-01,대구광역시,2016-06-16,-1.1793503979374236,39.692307692307686
90.4,2016-06-01,대구광역시,2016-07-15,-1.2622890487108875,38.769230769230774
90.3,2016-07-01,대구광역시,2016-08-16,-1.2692006029420102,38.692307692307686
97.8,2016-08-01,대구광역시,2016-09-20,-0.7508340356078558,44.46153846153847
106.5,2016-09-01,대구광역시,2016-10-18,-0.14952881750023647,51.153846153846146
106.8,2016-10-01,대구광역시,2016-11-17,-0.12879415480687048,51.38461538461539
99.9,2016-11-01,대구광역시,2016-12-19,-0.605691396754292,46.07692307692308
96.2,2016-12-01,대구광역시,2017-01-17,-0.8614189033058083,43.23076923076923
97.5,2017-01-01,대구광역시,2017-02-27,-0.7715686983012217,44.23076923076923
102.4,2017-02-01,대구광역시,2017-03-21,-0.4329025409762405,48.00000000000001
99.7,2017-03-01,대구광역시,2017-04-18,-0.6195145052165363,45.92307692307693
97.3,2017-04-01,대구광역시,2017-05-17,-0.785391806763466,44.07692307692307
100.9,2017-05-01,대구광역시,2017-06-19,-0.5365758544430713,46.846153846153854
109.9,2017-06-01,대구광역시,2017-07-18,0.08546402635791392,53.76923076923078
115.5,2017-07-01,대구광역시,2017-08-16,0.47251106330074877,58.07692307692307
115.5,2017-08-01,대구광역시,2017-09-18,0.47251106330074877,58.07692307692307
112.9,2017-09-01,대구광역시,2017-10-17,0.2928106532915757,56.07692307692308
114.9,2017-10-01,대구광역시,2017-11-16,0.43104173791401684,57.61538461538461
111.0,2017-11-01,대구광역시,2017-12-15,0.16149112290025616,54.61538461538461
102.0,2017-12-01,대구광역시,2018-01-16,-0.4605487579007291,47.69230769230769
107.8,2018-01-01,대구광역시,2018-02-20,-0.0596786124956499,52.15384615384615
110.1,2018-02-01,대구광역시,2018-03-19,0.09928713482015725,53.92307692307692
110.7,2018-03-01,대구광역시,2018-04-16,0.14075646020689017,54.38461538461539
105.9,2018-04-01,대구광역시,2018-05-16,-0.19099814288696843,50.69230769230769
105.4,2018-05-01,대구광역시,2018-06-15,-0.22555591404257871,50.30769230769232
105.5,2018-06-01,대구광역시,2018-07-16,-0.21864435981145705,50.38461538461539
103.6,2018-07-01,대구광역시,2018-08-16,-0.3499638902027766,48.92307692307693
113.5,2018-08-01,대구광역시,2018-09-17,0.3342799786783076,56.53846153846154
114.5,2018-09-01,대구광역시,2018-10-16,0.4033955209895282,57.307692307692314
113.1,2018-10-01,대구광역시,2018-11-15,0.306633761753819,56.230769230769226
106.5,2018-11-01,대구광역시,2018-12-20,-0.14952881750023647,51.153846153846146
99.5,2018-12-01,대구광역시,2019-01-16,-0.6333376136787805,45.76923076923077
98.3,2019-01-01,대구광역시,2019-02-18,-0.7162762644522455,44.84615384615384
98.8,2019-02-01,대구광역시,2019-03-19,-0.6817184932966351,45.230769230769226
96.4,2019-03-01,대구광역시,2019-04-16,-0.847595794843564,43.38461538461539
94.6,2019-04-01,대구광역시,2019-05-17,-0.9720037710037618,42.0
97.3,2019-05-01,대구광역시,2019-07-16,-0.785391806763466,44.07692307692307
106.4,2019-06-01,대구광역시,2019-07-16,-0.15644037173135814,51.07692307692307
108.7,2019-07-01,대구광역시,2019-08-16,0.0025253755844490185,52.846153846153854
111.5,2019-08-01,대구광역시,2019-09-19,0.19604889405586645,55.00000000000001
113.5,2019-09-01,대구광역시,2019-10-16,0.3342799786783076,56.53846153846154
116.0,2019-10-01,대구광역시,2019-11-19,0.5070688344563591,58.46153846153847
116.2,2019-11-01,대구광역시,2019-12-17,0.5208919429186034,58.61538461538461
120.1,2019-12-01,대구광역시,2020-01-20,0.7904425579323631,61.61538461538461
116.3,2020-01-01,대구광역시,2020-02-18,0.5278034971497251,58.6923076923077
116.0,2020-02-01,대구광역시,2020-03-16,0.5070688344563591,58.46153846153847
105.0,2020-03-01,대구광역시,2020-04-20,-0.25320213096706734,50.0
101.6,2020-04-01,대구광역시,2020-05-20,-0.48819497482521773,47.38461538461538
109.3,2020-05-01,대구광역시,2020-06-22,0.043994700971180974,53.307692307692314
121.2,2020-06-01,대구광역시,2020-07-15,0.8664696544747064,62.46153846153846
123.4,2020-07-01,대구광역시,2020-08-14,1.0185238475593918,64.15384615384616
127.7,2020-08-01,대구광역시,2020-09-15,1.3157206794976402,67.46153846153847
129.5,2020-09-01,대구광역시,2020-10-19,1.440128655657837,68.84615384615384
138.3,2020-10-01,대구광역시,2020-11-19,2.048345427996579,75.61538461538463
143.1,2020-11-01,대구광역시,2020-12-18,2.3801000310904366,79.3076923076923
134.9,2020-12-01,대구광역시,2021-01-15,1.8133525841384286,73.0
126.1,2021-01-01,대구광역시,2021-02-16,1.2051358117996867,66.23076923076923
121.0,2021-02-01,대구광역시,2021-03-16,0.852646546012462,62.30769230769231
116.3,2021-03-01,대구광역시,2021-04-16,0.5278034971497251,58.6923076923077
112.5,2021-04-01,대구광역시,2021-05-14,0.26516443636708703,55.769230769230774
117.2,2021-05-01,대구광역시,2021-07-01,0.5900074852298239,59.384615384615394
114.0,2021-06-01,대구광역시,2021-07-21,0.3688377498339179,56.92307692307692
113.0,2021-07-01,대구광역시,2021-08-13,0.29972220752269735,56.15384615384615
112.4,2021-08-01,대구광역시,2021-09-16,0.25825288213596537,55.69230769230769
111.0,2021-09-01,대구광역시,2021-10-18,0.16149112290025616,54.61538461538461
107.2,2021-10-01,대구광역시,2021-11-18,-0.10114793788238186,51.69230769230769
104.5,2021-11-01,대구광역시,2021-12-24,-0.2877599021226776,49.61538461538461
93.6,2021-12-01,대구광역시,2022-01-24,-1.0411193133149823,41.23076923076923
91.0,2022-01-01,대구광역시,2022-02-17,-1.2208197233241556,39.23076923076923
96.1,2022-02-01,대구광역시,2022-03-25,-0.8683304575369309,43.153846153846146
95.4,2022-03-01,대구광역시,2022-04-15,-0.9167113371547846,42.61538461538462
