년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,47.6866545526005,53.61028684470821,57.94952146773837,1013.5816251119678,20.487054285714287,61.53846153846153,51.40212371584454
201606,2016-06-01,37.27792058525258,51.84271712461624,66.91563789216258,1044.4300870162429,23.845336964285718,60.23076923076923,53.19504582832567
201607,2016-07-01,25.74927586010017,53.255102958367054,75.04646047797625,1080.5808956219778,21.374371312500003,64.38461538461539,55.44411806262894
201608,2016-08-01,46.500654753136835,53.86206276413992,63.08860436856789,1085.0120203524375,23.104018875,67.38461538461537,54.938107896062206
201609,2016-09-01,45.821445698061076,53.63906123550042,59.30742801382044,1114.6375440163674,24.396310803571428,66.46153846153847,53.464994407452664
201610,2016-10-01,43.3055804508781,52.648960606878056,60.82948327849649,1119.2459617519871,26.48479537815126,66.61538461538463,53.91120224026213
201611,2016-11-01,41.70313936543164,47.81944069777898,55.116176385015095,1139.7532993069772,23.201996651583716,57.76923076923077,48.40359143270186
201612,2016-12-01,36.59211146631575,34.915924826904046,55.443631839169946,1159.8754159500663,21.996848397435897,50.46153846153846,44.25868755536195
201701,2017-01-01,53.90414658692251,17.732218325690134,47.08719441282858,1144.4090387538529,23.59480657894737,54.15384615384615,42.51274618387023
201702,2017-02-01,61.912954999130854,16.31148278032551,35.84088501617242,1110.4368662948625,25.81475013368984,58.92307692307692,40.9253462289151
201703,2017-03-01,43.09244799711381,25.34843988849923,35.289894668948484,1106.0240482515294,23.67493076923077,58.15384615384615,38.99627527367976
201704,2017-04-01,51.52043795507063,35.62629259958637,46.523325054386504,1111.386406902473,21.80673236111111,58.84615384615385,45.15905340407253
201705,2017-05-01,34.569179561832975,40.12229116086682,52.09861823873988,1124.0881385894563,24.79266171052632,60.0,46.28984948047538
201706,2017-06-01,29.78064161996003,45.38260947756497,55.52823049534854,1136.6166831599726,31.5220919138756,59.0,48.30860084764395
201707,2017-07-01,31.39972302399276,52.36039924467225,58.89591786587122,1154.7938221861104,29.10006084090909,60.15384615384616,50.487057201235956
201708,2017-08-01,34.72996358819579,55.60651020591675,56.491480684250725,1162.5470612775814,35.15907583333333,58.00000000000001,50.837938838751825
201709,2017-09-01,37.751699840773526,53.43044690225699,52.68397927406275,1172.5138263190574,28.666826825396825,56.15384615384615,48.17564665107184
201710,2017-10-01,47.329874032896385,47.387824835896055,45.04918306570467,1158.8312756119874,27.565062777777776,53.15384615384614,45.03014738672389
201711,2017-11-01,47.40165466606873,38.503731678805856,43.52149509945609,1162.0504497469228,29.103279375,48.92307692307693,42.566957714938184
201712,2017-12-01,50.150638481650724,27.641399154752268,49.70869323458989,1174.7370572396096,28.33687660326087,48.00000000000001,43.372578827145965
201801,2018-01-01,60.593233439435814,23.127416599226688,42.486887011026084,1144.986534300264,35.48212919642857,50.92307692307693,43.388580318925456
201802,2018-02-01,73.18611840836657,22.596888768995587,44.79986871775247,1167.905728019576,36.00333674242424,53.23076923076924,46.36102276743958
201803,2018-03-01,70.80879354956863,29.52971855049006,50.37366845533653,1160.4734549920736,36.22168649456522,47.15384615384615,47.394812484521445
201804,2018-04-01,64.61431864640784,30.473878248358965,37.29098566842158,1134.9638435467714,32.36280760869565,44.53846153846154,40.92690612171313
201805,2018-05-01,57.54696899678715,33.32434133621077,43.54948246089185,1149.0003321932052,30.144439642857144,45.15384615384615,42.411360137826996
201806,2018-06-01,61.69759538494065,31.274165992266884,52.88794268551923,1162.3859981488772,29.60659875,43.53846153846154,45.45785530919806
201807,2018-07-01,32.718513637417466,32.452117615322365,53.511998146307924,1182.2728336690438,29.701154433333333,44.23076923076923,42.38839373049256
201808,2018-08-01,49.17483049325976,36.23774840392051,48.99591990236767,1174.047930319943,36.39499023076923,49.07692307692307,45.55362363182237
201809,2018-09-01,48.65255928108153,42.50517039834547,47.34801819756738,1186.1037550413432,47.30641759615385,53.53846153846153,48.447100603115416
201810,2018-10-01,44.013465867278455,48.81755237838324,52.551530432126135,1195.0545900667817,42.27940324074074,49.84615384615385,48.80036187960143
201811,2018-11-01,59.688618692432215,43.49429008182717,40.93267281783343,1163.197624031491,34.58048925925927,43.61538461538462,43.315218625759165
201812,2018-12-01,58.468291234468985,35.54536462548332,41.923753323917275,1171.784625467248,32.10134660714286,38.46153846153846,40.85560725232113
201901,2019-01-01,56.76190523548236,30.24008632317237,45.96172007875508,1161.909529306136,35.064515517241375,40.84615384615384,42.433066761520784
201902,2019-02-01,57.80863349715134,30.168150346191887,37.74902031952968,1126.7553472714226,33.27597240740741,42.846153846153854,39.91218941490287
201903,2019-03-01,64.49881613785928,33.666037226868085,43.126146338124265,1145.974806334107,34.36739214285714,41.53846153846154,42.90448209497837
201904,2019-04-01,66.42235326153893,34.89794083265893,46.94610461238721,1129.5905816180973,33.739914642857144,40.46153846153846,44.27254518792344
201905,2019-05-01,58.788753545822146,39.66369930761622,49.181082681163204,1158.291752658978,31.119004741379317,42.23076923076924,44.745478563986126
201906,2019-06-01,62.34543433747716,40.14027515511195,49.04961424031686,1140.675709511419,29.96956120689655,45.84615384615384,45.93505131325748
201907,2019-07-01,58.8583136191638,41.72286664868267,45.638057238671685,1155.801017407991,33.94349733333334,49.3076923076923,45.96441524393897
201908,2019-08-01,57.857132452472,44.609297725024724,59.37320973933944,1188.679952647027,34.46540133333333,49.07692307692307,51.02796815018666
201909,2019-09-01,42.389863349548996,47.846416689146665,56.311337473341595,1191.6970401933163,40.24567068965517,54.3076923076923,50.60227680087787
201910,2019-10-01,41.5346433370468,52.396367233162486,52.98043767156674,1210.993584560665,43.05274387931034,58.23076923076924,51.30013339591338
201911,2019-11-01,34.367657682033794,53.40347091088932,56.11273936489567,1222.0004399206182,47.115012500000006,55.99999999999999,51.67810172682887
201912,2019-12-01,32.78869082711905,55.63348619728442,51.60927455184743,1227.50363709894,51.44784202380953,54.38461538461539,50.429348370922305
202001,2020-01-01,31.8621532086279,56.33486197284417,54.60258541015538,1245.6201572850468,56.78858106481482,57.30769230769232,52.98074202788369
202002,2020-02-01,57.393517180340666,92.38377843719093,93.86906979316369,1295.8244012767957,57.306395384615385,64.0,76.17229568749104
202003,2020-03-01,86.22231883127557,100.0,47.0899399573092,1244.8007422421465,53.82355296296296,59.53846153846154,62.717417168027495
202004,2020-04-01,90.30854990588831,99.48745616401405,0.0,1193.3433069514815,52.69643442307692,53.615384615384606,45.03281207604549
202005,2020-05-01,100.0,50.292239906483225,53.67937821134036,1260.4293252871744,52.65111542307693,57.6923076923077,59.895056598817995
202006,2020-06-01,89.54710819045701,47.216976890567395,85.19792959708862,1274.7660430266735,70.11567679999999,58.538461538461526,72.06675289872445
202007,2020-07-01,45.17368690772721,37.80235590324611,63.82846793752093,1303.1296698612032,77.50155853333334,54.3076923076923,57.91412598642706
202008,2020-08-01,29.102518480300745,25.303479902886433,51.60425775040722,1296.3837932428737,69.57987455357144,55.76923076923077,49.241528885884335
202009,2020-09-01,55.16250429968758,1.2049276144231655,59.620852197325256,1373.7818762633935,61.15928885093168,58.61538461538461,51.74096673981359
202010,2020-10-01,85.06759229611947,0.12588795971584882,49.591226111009526,1307.613449107193,70.36712782608696,61.99999999999999,54.061183344745785
202011,2020-11-01,88.33730150109389,9.963132811797506,43.01892690992192,1359.8884665282262,83.83850073863636,64.07692307692308,55.93918458761033
202012,2020-12-01,90.18720100935663,24.862872043880945,100.0,1459.2971156388987,82.07538146464647,66.3076923076923,78.26948942827474
202101,2021-01-01,24.35127358595282,33.207445373617475,96.01993236787638,1495.5143792037552,86.56767216666668,66.6923076923077,70.46004394677993
202102,2021-02-01,39.22555472211644,53.05278302310944,65.93622535664193,1511.9821432222743,82.647656125,70.84615384615384,64.72115797326637
202103,2021-03-01,42.40903673595703,60.16545274705511,27.594091648161612,1450.2355623155936,78.2537793939394,70.07692307692308,51.73704094055476
202104,2021-04-01,36.59534755470918,58.65479723046489,24.901505148504086,1453.3579152425796,72.01016817460317,68.61538461538461,48.577166280159815
202105,2021-05-01,62.9656155241708,47.97230464886251,65.55634957299137,1515.823418884689,69.73298542857142,71.07692307692308,65.04114095569263
202106,2021-06-01,38.506600270619174,33.81890117795162,83.26714822569278,1607.281485931598,70.44525625,71.53846153846153,66.63559338217921
202107,2021-07-01,-1.2285653936321056e-13,26.975991367682767,83.39055010099653,1695.884558354712,70.47988218181818,70.38461538461537,60.726827629735695
202108,2021-08-01,25.244494166859184,19.62952971855049,68.83302008384281,1727.9722152667014,77.58919614035088,72.38461538461539,59.43534328222767
202109,2021-09-01,32.22294341476199,13.838683571621251,69.1755845508783,1855.6337261200304,72.9272051388889,70.6923076923077,58.58131566001556
202110,2021-10-01,83.87486964821638,7.067709738332878,52.87872990996776,1783.863397066208,68.95738675213676,62.46153846153846,55.8343705200125
202111,2021-11-01,85.55929176440426,1.1869436201780355,39.844031840512834,1768.176786062352,61.39861819004525,53.07692307692308,47.267714064989846
202112,2021-12-01,20.718877697387192,0.0,40.453186604862246,1672.2787742143753,58.63629037815126,49.84615384615385,38.005457042136335
202201,2022-01-01,64.53294685756484,0.9801276863591384,45.411827393624186,1746.4104540903652,60.37033089583333,47.61538461538461,45.04266969398011
202202,2022-02-01,64.4371481798098,8.047837424692023,50.17118885017355,1748.9890960500943,63.218745051282056,51.76923076923077,49.04565874812347
202203,2022-03-01,39.527028510087774,18.118874201960253,44.132443988670715,1712.7012074797751,62.337854579831934,50.46153846153846,44.618156037400155
202204,2022-04-01,5.426066427635849,26.526391511554714,43.86265910341427,1718.044511758204,62.22634191964286,49.76923076923077,41.122246908847934
202205,2022-05-01,9.499458142403096,34.01672511464796,47.6348169298231,1728.732734729778,60.76790085416667,46.0,42.72689396069447
202206,2022-06-01,19.065195177724494,36.95710817372538,43.19218596306902,1681.3242704725894,60.450725,41.92307692307693,41.668430986774624
202207,2022-07-01,28.617821498361764,36.687348260048566,39.89251891383654,1621.744828768588,57.9738509375,37.46153846153846,40.18699009565369
202208,2022-08-01,7.064115406571172,35.50040463987052,41.7405713937965,1593.8563947026971,59.838458676470594,36.07692307692309,37.92476456433535
