년월,Date,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,평당 거래가,검색량_평균,normalized_DT,fear_greed_index
201605,2016-05-01,65.67431864638206,75.29345372460499,26.868966987441034,1102.8083706508353,20.487054285714287,61.53846153846153,45.482783519450265
201606,2016-06-01,59.536672426434414,75.29022895840052,19.717450486981203,1105.8228041408984,23.845336964285718,60.23076923076923,42.38896319588295
201607,2016-07-01,69.23369113262633,75.25395033860046,57.52383897979928,1135.0834946155285,21.374371312500003,64.38461538461539,57.49660836986194
201608,2016-08-01,59.37918746129398,78.23551542513168,44.39700229474905,1119.681953089471,23.104018875,67.38461538461537,53.052545341369225
201609,2016-09-01,64.14573391526879,70.61173814898419,44.700250767985764,1151.124077953763,24.396310803571428,66.46153846153847,52.76460301274696
201610,2016-10-01,63.89168170484232,64.53827211163554,71.43504134350474,1182.0928572684572,26.48479537815126,66.61538461538463,61.68257415785523
201611,2016-11-01,79.63299904546604,50.77878103837471,31.04785284433456,1142.8266813166697,23.201996651583716,57.76923076923077,45.09082819604244
201612,2016-12-01,76.31252584476525,33.72460496613995,29.52090315016951,1165.3510201378708,21.996848397435897,50.46153846153846,40.001869328922474
201701,2017-01-01,63.55211528584792,13.047404063205418,34.76952864548252,1143.2289165943207,23.59480657894737,54.15384615384615,38.82195746985419
201702,2017-02-01,53.39796349073688,12.765237020316029,35.00849634317179,1166.4522071421225,25.81475013368984,58.92307692307692,39.12635553481445
201703,2017-03-01,51.72816235655198,26.760722347629795,36.57747184459013,1147.5567676930043,23.67493076923077,58.15384615384615,40.70292688747542
201704,2017-04-01,45.24818328457577,45.95936794582393,28.559695411628606,1154.2905512205537,21.80673236111111,58.84615384615385,39.3793856135751
201705,2017-05-01,42.4191869920643,54.7742663656885,46.1670351732303,1170.3361743319415,24.79266171052632,60.0,47.02654323692865
201706,2017-06-01,26.141703667041238,61.94130925507901,56.30191294267157,1194.940863911506,31.5220919138756,59.0,50.194359932281415
201707,2017-07-01,25.5972033810366,65.39503386004513,53.58196078121652,1204.8059909964622,29.10006084090909,60.15384615384616,49.5311865931589
201708,2017-08-01,33.91981360328977,65.39503386004515,40.14034485190445,1206.588351806298,35.15907583333333,58.00000000000001,46.23733800608343
201709,2017-09-01,24.472390862645717,59.19864559819413,36.2870800516003,1208.8300582714908,28.666826825396825,56.15384615384615,41.497843137936144
201710,2017-10-01,27.273037720840016,53.6117381489842,39.62688499622577,1219.0706852812175,27.565062777777776,53.15384615384614,41.40322768753524
201711,2017-11-01,43.71912292880813,48.3747178329571,34.204608412658246,1207.7517915857052,29.103279375,48.92307692307693,40.07960417667027
201712,2017-12-01,49.927825044595075,37.43792325056433,25.704163265305247,1188.9241025473273,28.33687660326087,48.00000000000001,36.167707170240895
201801,2018-01-01,76.11055384396069,31.36568848758464,41.02760263946051,1230.1634080079643,35.48212919642857,50.92307692307693,45.84727982548787
201802,2018-02-01,78.79267471658295,29.063205417607225,41.01440830316499,1209.251733962663,36.00333674242424,53.23076923076924,46.54522074193747
201803,2018-03-01,74.08444199598179,41.896162528216706,31.286174094116003,1220.95761993889,36.22168649456522,47.15384615384615,42.66945101111173
201804,2018-04-01,52.079619503038366,44.96613995485327,30.346240394439477,1198.0289683996557,32.36280760869565,44.53846153846154,38.74094059621
201805,2018-05-01,49.26380769094494,49.255079006772,23.89512887793837,1187.407775462352,30.144439642857144,45.15384615384615,36.48828342938316
201806,2018-06-01,38.91723773178844,43.41986455981941,30.082278418417562,1183.5294584835228,29.60659875,43.53846153846154,36.146540430012514
201807,2018-07-01,46.76815930515581,46.3431151241535,38.78326424535008,1201.139990972489,29.701154433333333,44.23076923076923,40.7259172622285
201808,2018-08-01,54.74203484791583,50.925507900677204,56.07699151519311,1244.7409767232723,36.39499023076923,49.07692307692307,50.563869177737864
201809,2018-09-01,39.28109794491447,65.0902934537246,79.94938783120892,1300.0610670588644,47.30641759615385,53.53846153846153,61.50928768979146
201810,2018-10-01,93.22045891632848,79.25507900677201,36.93848493116723,1246.7789919422455,42.27940324074074,49.84615384615385,53.29136091394566
201811,2018-11-01,85.63575338296366,77.41534988713317,17.34774192100976,1260.455242810531,34.58048925925927,43.61538461538462,42.544017123850566
201812,2018-12-01,53.629723057513665,60.29345372460496,25.913172046923382,1218.3765330599338,32.10134660714286,38.46153846153846,37.74059392064405
201901,2019-01-01,50.0982511619928,41.4334085778781,25.36871906986624,1225.97148622372,35.064515517241375,40.84615384615384,35.79172493106171
201902,2019-02-01,41.905617412944245,36.3882618510158,29.118163089557232,1198.362023077959,33.27597240740741,42.846153846153854,35.68102631198961
201903,2019-03-01,49.70032131673337,43.02483069977426,37.01627688769643,1232.974051391022,34.36739214285714,41.53846153846154,40.08606511880116
201904,2019-04-01,53.04825606701256,48.239277652370205,42.26713401916139,1218.468758897682,33.739914642857144,40.46153846153846,42.63081043344251
201905,2019-05-01,40.75862580915575,51.534988713318285,31.149078462468793,1223.0649462771362,31.119004741379317,42.23076923076924,37.664422296072544
201906,2019-06-01,20.28450446362984,51.29796839729119,38.92769545344672,1230.8446767334617,29.96956120689655,45.84615384615384,38.52947515889442
201907,2019-07-01,13.072886345002468,52.55079006772009,35.27747566179899,1224.806195552643,33.94349733333334,49.3076923076923,37.96852371014304
201908,2019-08-01,33.11464027839733,55.056433408577874,44.237756576206664,1255.6246427680144,34.46540133333333,49.07692307692307,43.943639981775
