년월,Date,Volatility_3m,Volatility_12m,Volume_3m,Volume_12m,Momentum_2m,Volatility_Diff,Volume_Diff,Scaled_Volatility_Diff,Scaled_Volume_Diff,Scaled_Momentum_2m,Price_Change_1m,Price_Change_3m,Price_Change_12m,검색량_평균,normalized_DT,fear_greed_index
202107,2021-07-01,4.2101324594992855,3.998665509945806,214.0,258.3333333333333,839.3381883255336,0.21146694955347956,-44.333333333333314,52.52883055901623,40.03358119453107,58.79113002118687,4.715184560917916,5.811938239792635,24.742917274774914,70.47988218181818,69.76923076923076,60.16148699618924
202108,2021-08-01,4.511330420478861,3.8542989063773354,195.0,254.91666666666666,134.79431881986804,0.6570315141015253,-59.91666666666666,55.60343018582825,37.79083713120653,43.43914575947012,-3.409670577190375,5.241861863767352,12.077342983740746,77.58919614035088,71.46153846153847,56.381748466881135
202109,2021-09-01,4.439719748415505,3.7750303070941373,187.0,251.91666666666666,30.208841365795546,0.6646894413213675,-64.91666666666666,55.6562733920562,37.071240105540895,41.16023216249908,3.7549144785137565,4.942640274309489,19.028146240748043,72.9272051388889,68.84615384615384,54.14763967644611
202110,2021-10-01,5.090478069409435,3.969707888474706,160.66666666666666,245.83333333333334,713.4228911058949,1.1207701809347288,-85.16666666666669,58.80343944471068,34.1568721515951,56.04744045848926,6.436841108713313,6.6680364957724265,27.176628175565558,68.95738675213676,60.15384615384616,56.61871266129152
202111,2021-11-01,8.811138471998447,5.023665658675604,131.33333333333334,222.58333333333334,-218.3770402495498,3.787472813322843,-91.25,77.2049093342108,33.28136243703526,35.74355520678103,-9.987687291632831,-0.596294531555577,7.516351155077572,61.39861819004525,54.84615384615385,49.242359483824366
202112,2021-12-01,10.68111249274444,5.681966224726622,106.33333333333333,188.66666666666666,3.0989170929733425,4.999146268017817,-82.33333333333333,85.56601128899041,34.56464379947229,40.56950793823649,10.05397428827397,5.438599229425616,18.535772986711248,58.63629037815126,47.69230769230769,49.934180144240216
202201,2022-01-01,11.175077912730304,6.392355217718983,83.0,167.16666666666666,51.29912792867069,4.782722695011321,-84.16666666666666,84.07258948271625,34.300791556728235,41.6197887088012,-8.534000127424465,-9.391834601396406,7.580081794345393,60.37033089583333,46.69230769230769,50.092225235462905
202202,2022-02-01,9.294179261965011,6.3340301494478295,67.66666666666667,154.5,-256.0187895990899,2.9601491125171817,-86.83333333333333,71.49599676767852,33.91700647637323,34.923342912544356,0.6564989089909319,1.3228127038494326,4.586672062587544,63.218745051282056,47.07692307692308,46.65183795182007
202203,2022-03-01,5.4452381244837245,6.145247377047136,74.33333333333333,147.66666666666666,71.55158612223835,-0.7000092525634116,-73.33333333333333,46.239227179718704,35.859918445670424,42.06108900663344,1.1211802493255576,-6.901295722799808,10.528893289682653,62.337854579831934,51.615384615384606,47.238298696316285
202204,2022-04-01,5.282751260460802,6.527897907205474,91.66666666666667,137.33333333333334,577.0725086100776,-1.2451466467446721,-45.66666666666667,42.477529410033874,39.84168865435356,53.076370782411395,10.029979337342626,11.994058144277563,14.533172191151944,62.22634191964286,56.15384615384615,52.23904485830038
202205,2022-05-01,9.553236253430729,7.108470807734625,107.0,125.25,55.15690837279109,2.4447654456961043,-18.25,67.93961334818374,43.78747901175342,41.703849598728254,-9.062314278170842,1.1805553801838704,7.249528786380043,60.76790085416667,51.76923076923077,50.61972672497973
202206,2022-06-01,9.771871313276371,7.110549259597168,100.33333333333333,117.0,-231.9559847506883,2.6613220536792026,-16.66666666666667,69.43395315674522,44.01535140321419,35.44767051982964,4.100688935910124,4.161813539210544,7.30100346351523,60.450725,46.846153846153854,47.36699496347376
202207,2022-07-01,6.773184785814204,7.196188200352061,81.0,104.08333333333333,-37.13052083843324,-0.42300341453785784,-23.08333333333333,48.15069436984863,43.09186855360998,39.69291000770024,-5.252022915396439,-10.305162449899427,-2.9123325337622825,57.9738509375,40.76923076923077,44.18622420106011
202208,2022-08-01,6.45236062449117,7.534488952406678,93.33333333333333,99.83333333333333,-700.0712549929902,-1.0821283279155072,-6.5,43.60243049534365,45.47853202206764,25.247456491324332,-8.275924040989842,-9.529519832484509,-7.803642056392622,59.838458676470594,37.15384615384615,38.235960426572056
202209,2022-09-01,12.59096599536302,8.690809892952538,80.0,90.25,304.08255152140765,3.900156102410481,-10.25,77.98247565375918,44.938834252818424,47.12792994540219,14.886414291455235,-0.15600115700426634,2.087780883536462,58.86391384615385,37.30769230769231,50.01644937305912
202210,2022-10-01,13.424071668650415,8.83017032173745,71.66666666666667,81.83333333333333,102.94120506559531,4.593901346912965,-10.166666666666657,82.76963567402139,44.95082753657952,42.74506761585449,-8.45258897485552,-3.528709723143054,-12.193259966779378,59.80644068376069,29.76923076923077,47.33910536174598
202211,2022-11-01,11.709767565760842,8.34468153910518,34.0,75.5,-119.3044724958533,3.3650860266556624,-41.5,74.29024699346894,40.44135284240825,37.90234270994925,1.5363876707480946,6.791441900440431,-0.9515595382660293,59.680068472222224,26.384615384615383,43.15543404495407
202212,2022-12-01,6.953143433117768,8.395409141949212,37.333333333333336,73.0,-208.58488099800866,-1.4422657088314441,-35.666666666666664,41.117317573295296,41.28088270568481,35.95692598640808,-11.836875621267033,-18.048907410690962,-20.65329732596671,57.59541888157895,27.692307692307693,38.44708888542911
202301,2023-01-01,12.209781066815252,8.994240580183767,62.333333333333336,76.66666666666667,26.358132830634105,3.2155404866314843,-14.333333333333336,73.258314254347,44.35116334852482,41.076325369200696,12.544476502626342,0.7471725415458392,-2.3677308825207417,66.59804420454546,32.92307692307692,47.29837444103026
202302,2023-02-01,12.241729857713887,9.014636668579788,114.66666666666667,87.25,1116.162787738262,3.2270931891340986,27.41666666666667,73.33803319438263,50.35979851283281,64.82312756936237,2.288251573629643,1.4931924078128558,-0.7850043123147483,69.33576066666666,41.30769230769232,58.87761078960184
202303,2023-03-01,6.1548980764427785,9.018675977293372,163.66666666666666,95.33333333333333,366.63734965873243,-2.863777900850593,68.33333333333333,31.3082321952333,56.24850083952986,48.49099663019626,1.5209676436039417,16.870711820702347,-0.392753109337068,60.42433745614035,44.23076923076923,48.03778337602744
202304,2023-04-01,1.179064823807387,8.579966427916423,195.66666666666666,102.66666666666667,524.9516022332376,-7.400901604109036,92.99999999999999,-2.206381682502239e-13,59.79851283281362,51.94065820433577,3.8356813587760414,7.827148607373887,-6.000288180972005,56.56469464114832,45.61538461538461,45.54259482563759
202305,2023-05-01,1.9126658014353748,8.113020610788329,221.0,115.75,458.3959108014495,-6.200354809352954,105.25,8.284322903621025,61.56152554569441,50.49041220602002,0.040816829819725856,5.4580155312089405,3.409360789196781,55.536817590909095,49.0,46.9828979669078
202306,2023-06-01,2.5468795660992396,8.14687202703756,249.0,132.5,670.5803209757725,-5.599992460938321,116.5,12.427098158336262,63.18061885344207,55.1139024762049,4.880873599360243,8.948220783284992,4.1843642802359335,54.11954925,50.230769230769226,49.416455188336315
202307,2023-07-01,2.508177418915904,7.932635749807764,264.3333333333333,148.5,809.11555180329,-5.424458330891859,115.83333333333331,13.638364075052637,63.08467258335332,58.13257991477177,1.3192455715461817,6.307883683875122,11.410095645619515,51.3557175,53.692307692307686,51.06321710054778
202308,2023-08-01,2.691381793178547,7.384980064892761,268.0,159.41666666666666,122.43845217515099,-4.6935982717142135,108.58333333333334,18.68163332039471,62.041256896138165,43.169911892737794,-0.39518178154505507,5.844571896425958,20.98221986386271,52.50626002525252,56.46153846153846,47.19115405869733
202309,2023-09-01,2.881351595972665,6.303233710053579,245.66666666666666,173.91666666666666,-574.308929986163,-3.421882114080914,71.75,27.457057433477484,56.740225473734704,27.987812795292133,-4.302641776623972,-3.4233262447392545,0.775003766763111,52.41192647727273,57.38461538461538,42.52833765949852
202310,2023-10-01,6.152336031402802,5.9984969309808935,211.33333333333334,183.41666666666666,303.86631074070795,0.15383910042190863,27.916666666666686,52.1311719983234,50.431758215399384,47.12321806697171,7.755668035041101,2.711818849378469,18.616984691558123,50.864784375,52.92307692307692,50.17397948717468
202311,2023-11-01,9.199930211636266,6.914505314505218,155.33333333333334,189.75,-165.35634021725082,2.2854248971310476,-34.41666666666666,66.84009056263395,41.46078196210123,36.89887425456747,-10.309433907122207,-7.511691283594912,4.778441987857291,51.346572732919256,46.53846153846154,45.78881634924379
202312,2023-12-01,9.68072143312491,5.761718037591514,119.66666666666667,194.5,-297.14199430703104,3.9190033955333963,-74.83333333333333,78.11253061102651,35.64403933797074,34.027269837761054,4.755377938766481,1.2425830176958383,24.497689568279473,49.68982273809524,44.15384615384615,44.621050636016854
202401,2024-01-01,7.6508440995119615,4.726959773344828,135.0,201.58333333333334,312.8997249590026,2.9238843261671335,-66.58333333333334,71.24575312747484,36.831374430319016,47.32005582102971,-0.4543507915636906,-6.471196941972567,10.118272510117729,55.36318756666667,47.0,50.126138617084635
202402,2024-02-01,3.3472073447978383,4.923798945894925,149.66666666666666,198.5,465.6501381860011,-1.5765916010970864,-48.83333333333334,40.19040737645311,39.38594387143199,50.648481546282234,5.791315126073727,10.318570934540904,13.889490621228223,52.01813520833333,51.15384615384615,48.26519426689595
